Optimal,Temp,CR
0.1184449516533085,6500.0,0.1
0.1291393472895821,6500.0,0.2
0.11733532262301317,6500.0,0.30000000000000004
0.10894874845010488,6500.0,0.4
0.10840962326330465,6500.0,0.5
0.1170866672130333,6500.0,0.6
0.11124906476612882,6500.0,0.7
0.11066821652484726,6500.0,0.7999999999999999
0.09748222187713147,6500.0,0.8999999999999999
0.03940917427649924,6500.0,0.9999999999999999
0.13180675718929075,7000.0,0.1
0.114722409231105,7000.0,0.2
0.10815323039490211,7000.0,0.30000000000000004
0.10556464344638587,7000.0,0.4
0.123710340577074,7000.0,0.5
0.11368469706216124,7000.0,0.6
0.10807292178177463,7000.0,0.7
0.11534237647408958,7000.0,0.7999999999999999
0.11435503638447037,7000.0,0.8999999999999999
0.04030574171466122,7000.0,0.9999999999999999
0.12794735831488444,7500.0,0.1
0.1353087138507675,7500.0,0.2
0.11469899316949049,7500.0,0.30000000000000004
0.12608880103958572,7500.0,0.4
0.11287052467307497,7500.0,0.5
0.11202428788551666,7500.0,0.6
0.1196058231475448,7500.0,0.7
0.12448472592847663,7500.0,0.7999999999999999
0.12203965431077503,7500.0,0.8999999999999999
0.03867862350309949,7500.0,0.9999999999999999
0.11288893898033169,8000.0,0.1
0.10448334525563022,8000.0,0.2
0.11153018029228265,8000.0,0.30000000000000004
0.1268649918703943,8000.0,0.4
0.12395911369482014,8000.0,0.5
0.10243484205063193,8000.0,0.6
0.12527900358041588,8000.0,0.7
0.10671994720946688,8000.0,0.7999999999999999
0.10971081424405811,8000.0,0.8999999999999999
0.03758907228436173,8000.0,0.9999999999999999
0.11955142139854696,8500.0,0.1
0.1443838469633949,8500.0,0.2
0.1057368811698944,8500.0,0.30000000000000004
0.10114642698140877,8500.0,0.4
0.11090873762883187,8500.0,0.5
0.11885264130730076,8500.0,0.6
0.12871846445676505,8500.0,0.7
0.12282327668471726,8500.0,0.7999999999999999
0.11046758040555081,8500.0,0.8999999999999999
0.03875970504766827,8500.0,0.9999999999999999
0.10540626894704176,9000.0,0.1
0.1042795780124486,9000.0,0.2
0.11227554771028311,9000.0,0.30000000000000004
0.10350004035981664,9000.0,0.4
0.12501337941790416,9000.0,0.5
0.11470650344392973,9000.0,0.6
0.11544128631386576,9000.0,0.7
0.11486437503533845,9000.0,0.7999999999999999
0.12215738271298254,9000.0,0.8999999999999999
0.032844891380427226,9000.0,0.9999999999999999
0.12937531873535757,9500.0,0.1
0.12105827616936796,9500.0,0.2
0.1199410632527144,9500.0,0.30000000000000004
0.1306495516353277,9500.0,0.4
0.1226777912115664,9500.0,0.5
0.10076721708098474,9500.0,0.6
0.11555507797674772,9500.0,0.7
0.11740759829203799,9500.0,0.7999999999999999
0.11322786974924222,9500.0,0.8999999999999999
0.03674440488707012,9500.0,0.9999999999999999
